Id,MU2020,MU2015,MU2010,MU2005,MU2000,MU1995,MU1990
14134,1,1,1,1,1,1,0
14135,1,1,1,1,1,1,0
14136,1,1,1,1,1,1,0
14137,1,1,1,1,1,1,0
14138,1,1,1,1,1,1,0
14139,1,1,1,1,1,1,0
14140,1,1,1,1,0,0,0
14141,1,1,0,0,0,0,0
14145,1,1,0,0,0,0,0
14146,1,1,0,0,0,0,0
14147,1,1,0,0,0,0,0
14231,1,1,0,0,0,0,0
14232,1,1,1,1,0,0,0
14233,1,1,1,1,0,0,0
14234,1,1,1,1,0,0,0
14235,1,1,1,1,0,0,0
14236,1,1,1,1,1,0,0
14237,1,1,1,1,1,0,0
14238,1,1,1,1,1,1,0
14239,1,1,1,1,1,1,1
14240,1,1,1,1,1,1,1
14241,1,1,1,1,1,1,1
14249,1,1,0,0,0,0,0
14250,1,1,1,1,1,1,1
14251,1,1,1,1,1,1,1
14252,1,1,1,0,0,0,0
14253,1,1,1,0,0,0,0
14254,1,1,1,1,0,0,0
14255,1,1,1,1,0,0,0
14256,1,1,1,1,0,0,0
14257,1,1,1,1,0,0,0
14258,1,1,1,1,0,0,0
14259,1,1,0,0,0,0,0
14260,1,1,1,1,0,0,0
14261,1,1,1,1,0,0,0
14262,1,1,1,1,1,1,0
14263,1,1,1,1,1,1,0
14264,1,1,1,0,0,0,0
14265,1,1,1,1,1,0,0
14266,1,1,1,1,0,1,0
14267,1,1,1,1,1,1,1
14268,1,1,1,1,1,1,1
14269,1,1,1,1,1,0,1
14270,1,1,1,1,1,1,1
14271,1,1,1,1,1,1,1
14272,1,1,1,1,1,1,1
14273,1,1,1,1,1,1,1
14274,1,1,1,1,1,1,1
14275,1,1,1,1,1,1,1
14276,1,1,1,1,1,1,1
14277,1,1,1,1,1,1,1
14278,1,1,1,1,1,1,1
14279,1,1,1,1,1,1,1
14280,1,1,1,1,1,1,1
14281,1,1,1,1,1,1,1
14282,1,1,1,1,1,1,1
14283,1,1,1,1,1,1,1
14284,1,1,1,1,1,1,1
14285,1,1,1,1,1,1,1
14286,1,1,1,1,1,1,1
14287,1,1,1,1,1,1,1
14288,1,1,1,1,1,1,1
14289,1,1,1,1,1,1,1
14290,1,1,1,1,1,1,1
14305,1,1,1,0,0,0,0
14306,1,1,1,1,1,1,0
14307,1,1,1,1,1,1,0
14308,1,1,1,1,1,1,0
14309,1,1,1,1,1,1,0
14310,1,1,1,1,1,1,0
14311,1,1,1,1,1,1,0
14312,1,1,1,1,0,0,0
14313,1,1,1,1,0,0,0
14314,1,1,1,1,0,0,0
14315,1,1,0,0,0,0,0
14319,1,1,0,0,0,0,0
14320,1,1,0,0,0,0,0
14329,1,1,0,0,0,0,0
14330,1,1,0,0,0,0,0
14405,1,1,0,0,0,0,0
14406,1,1,1,1,0,0,0
14407,1,1,1,0,0,0,0
14408,1,1,1,1,0,0,0
14409,1,1,1,1,1,1,0
14410,1,1,1,1,1,1,0
14411,1,1,1,1,1,1,1
14412,1,1,1,1,1,1,1
14413,1,1,1,1,1,1,1
14414,1,1,1,1,1,0,0
14415,1,1,1,1,1,0,0
14416,1,1,0,0,0,0,0
14422,1,1,1,1,1,1,1
14423,1,1,1,1,1,1,1
14424,1,1,1,1,1,1,1
14425,1,1,1,1,1,1,1
14426,1,1,1,0,0,0,0
14427,1,1,1,1,0,0,0
14428,1,1,1,1,0,0,0
14429,1,1,1,1,0,0,0
14430,1,1,1,1,0,0,0
14432,1,1,0,0,0,0,0
14433,1,1,0,0,0,0,0
14434,1,1,0,0,0,0,0
14435,1,1,1,1,0,1,0
14436,1,1,1,1,0,0,0
14437,1,1,0,0,0,0,0
14438,1,1,1,1,0,0,0
14439,1,1,1,1,0,1,0
14440,1,1,1,1,1,1,0
14441,1,1,1,1,0,0,0
14442,1,1,1,1,1,0,1
14443,1,1,1,1,1,0,1
14444,1,1,1,1,1,1,1
14445,1,1,1,1,1,1,1
14446,1,1,1,1,1,1,1
14447,1,1,1,1,1,1,1
14448,1,1,1,1,1,1,1
14449,1,1,1,1,1,1,1
14450,1,1,1,1,1,1,1
14451,1,1,1,1,1,1,1
14452,1,1,1,1,1,1,1
14453,1,1,1,1,1,1,1
14454,1,1,1,1,1,1,1
14455,1,1,1,1,1,1,1
14456,1,1,1,1,1,1,1
14457,1,1,1,1,1,1,1
14458,1,1,1,1,1,1,1
14459,1,1,1,1,1,1,1
14460,1,1,1,1,1,1,1
14461,1,1,1,1,1,1,1
14462,1,1,1,1,1,1,1
14463,1,1,1,1,1,1,1
14464,1,1,0,0,1,1,0
14480,1,1,1,1,0,0,0
14481,1,1,1,1,0,0,0
14482,1,1,1,1,1,1,0
14483,1,1,1,1,0,1,0
14484,1,1,1,1,0,0,0
14485,1,1,1,1,0,0,0
14486,1,1,1,1,0,0,0
14487,1,1,1,1,1,1,0
14488,1,1,1,1,1,1,0
14489,1,1,1,1,0,0,0
14491,1,1,0,0,0,0,0
14492,1,1,0,0,0,0,0
14502,1,1,0,0,0,0,0
14503,1,1,0,0,0,0,0
14504,1,1,0,0,0,0,0
14579,1,1,0,0,0,0,0
14580,1,1,0,0,0,0,0
14581,1,1,0,0,0,0,0
14582,1,1,0,0,0,0,0
14583,1,1,1,1,1,1,0
14584,1,1,1,1,1,1,1
14585,1,1,1,1,1,1,1
14586,1,1,1,1,1,1,0
14588,1,1,1,1,1,0,0
14589,1,1,1,1,1,0,0
14590,1,1,1,1,1,0,0
14591,1,1,1,1,1,0,0
14596,1,1,1,1,1,1,1
14597,1,1,1,1,1,1,1
14598,1,1,1,1,1,1,1
14599,1,1,1,0,0,0,0
14600,1,1,1,0,0,0,0
14601,1,1,1,1,0,0,0
14602,1,1,1,1,0,0,0
14603,1,1,1,1,0,0,0
14604,1,1,1,1,0,0,0
14607,1,1,1,1,0,0,0
14608,1,1,1,1,0,0,0
14609,1,1,0,0,0,0,0
14610,1,1,1,1,0,0,0
14611,1,1,1,1,1,0,0
14612,1,1,1,1,1,0,0
14613,1,1,1,1,0,0,0
14614,1,1,1,1,0,0,0
14615,1,1,1,1,0,0,0
14616,1,1,1,1,1,0,0
14617,1,1,1,1,1,1,1
14618,1,1,1,1,1,1,1
14619,1,1,1,1,1,1,1
14620,1,1,1,1,1,1,1
14621,1,1,1,1,1,1,1
14622,1,1,1,1,1,1,1
14623,1,1,1,1,1,1,1
14624,1,1,1,1,1,1,1
14625,1,1,1,1,1,1,1
14626,1,1,1,1,1,1,1
14627,1,1,1,1,1,1,1
14628,1,1,1,1,1,1,1
14629,1,1,1,1,1,1,1
14630,1,1,1,1,1,1,1
14631,1,1,1,1,1,1,1
14632,1,1,1,1,1,1,1
14633,1,1,1,1,1,1,1
14634,1,1,1,1,1,1,1
14635,1,1,1,1,1,1,1
14636,1,1,1,1,1,1,1
14637,1,1,1,1,1,1,1
14655,1,1,1,0,0,0,0
14656,1,1,1,0,0,0,0
14657,1,1,0,0,0,0,0
14658,1,1,1,1,0,0,0
14659,1,1,1,1,0,0,0
14660,1,1,1,1,0,0,0
14661,1,1,1,1,1,1,0
14662,1,1,1,1,0,0,0
14663,1,1,1,1,1,1,0
14664,1,1,0,0,0,0,0
14665,1,1,1,1,1,1,0
14674,1,1,0,0,0,0,0
14675,1,1,0,0,0,0,0
14676,1,1,0,0,0,0,0
14677,1,1,1,0,0,0,0
14678,1,1,1,0,0,0,0
14752,1,1,0,0,0,0,0
14753,1,1,0,0,0,0,0
14754,1,1,0,0,0,0,0
14755,1,1,0,0,0,0,0
14756,1,1,0,0,0,0,0
14757,1,1,0,0,0,0,0
14758,1,1,1,1,1,0,0
14761,1,1,1,1,1,0,0
14762,1,1,1,1,1,0,0
14763,1,1,1,1,1,0,0
14768,1,1,1,0,0,0,0
14769,1,1,1,0,0,0,0
14770,1,1,0,0,0,0,0
14771,1,1,0,0,0,0,0
14772,1,1,1,0,0,0,0
14773,1,1,1,0,0,0,0
14774,1,1,1,0,0,0,0
14775,1,1,1,1,0,0,0
14776,1,1,1,1,0,0,0
14777,1,1,1,1,0,0,0
14780,1,1,1,1,0,0,0
14781,1,1,1,1,0,0,0
14782,1,1,0,0,0,0,0
14783,1,1,1,1,1,0,0
14784,1,1,1,1,1,0,0
14785,1,1,1,1,1,0,0
14786,1,1,1,1,1,0,0
14787,1,1,1,1,0,0,0
14788,1,1,1,1,0,0,0
14789,1,1,1,1,1,0,0
14790,1,1,1,1,1,1,1
14791,1,1,1,1,1,1,1
14792,1,1,1,1,1,1,1
14793,1,1,1,1,1,1,1
14794,1,1,1,1,1,1,1
14795,1,1,1,1,1,1,1
14796,1,1,1,1,1,1,1
14797,1,1,1,1,1,1,1
14798,1,1,1,1,1,1,1
14799,1,1,1,1,1,1,1
14800,1,1,1,1,1,1,1
14801,1,1,1,1,1,1,1
14802,1,1,1,1,1,1,1
14803,1,1,1,1,1,1,1
14804,1,1,1,1,1,1,1
14805,1,1,1,1,1,1,1
14806,1,1,1,1,1,1,1
14807,1,1,1,1,1,1,1
14808,1,1,1,1,1,1,1
14809,1,1,1,1,1,1,1
14810,1,1,1,1,1,1,1
14811,1,1,1,1,1,1,1
14830,1,1,0,0,0,0,0
14831,1,1,1,1,0,0,0
14832,1,1,1,1,1,1,0
14833,1,1,1,1,1,1,0
14834,1,1,1,1,1,1,0
14835,1,1,1,1,1,1,0
14836,1,1,1,1,1,1,0
14837,1,1,1,1,1,1,0
14838,1,1,1,1,1,1,0
14843,1,1,1,1,1,0,0
14844,1,1,1,1,1,0,0
14846,1,1,0,0,0,0,0
14847,1,1,0,0,0,0,0
14848,1,1,0,0,0,0,0
14849,1,1,1,0,0,0,0
14850,1,0,1,0,0,0,0
14925,1,1,1,0,0,0,0
14926,1,1,1,0,0,0,0
14927,1,1,0,0,0,0,0
14928,1,1,0,0,0,0,0
14929,1,1,0,0,0,0,0
14942,1,1,1,0,0,0,0
14944,1,1,0,0,0,0,0
14945,1,1,0,0,0,0,0
14946,1,1,0,0,0,0,0
14947,1,1,1,0,0,0,0
14948,1,1,1,1,1,0,0
14949,1,1,1,1,0,0,0
14950,1,1,0,0,0,0,0
14951,1,1,0,0,0,0,0
14952,1,1,0,0,0,0,0
14953,1,1,0,0,0,0,0
14954,1,1,0,0,0,0,0
14955,1,1,1,1,0,0,0
14956,1,1,1,1,1,0,0
14957,1,1,1,1,1,0,0
14958,1,1,1,1,1,0,0
14959,1,1,1,1,1,0,0
14960,1,1,1,1,1,0,0
14961,1,1,1,1,0,0,0
14962,1,1,1,1,1,1,0
14963,1,1,1,1,1,1,0
14964,1,1,1,1,1,1,1
14965,1,1,1,1,1,1,1
14966,1,1,1,1,1,1,1
14967,1,1,1,1,1,1,0
14968,1,1,1,1,1,1,1
14969,1,1,1,1,1,1,1
14970,1,1,1,1,1,1,1
14971,1,1,1,1,1,1,1
14972,1,1,1,1,1,1,1
14973,1,1,1,1,1,1,1
14974,1,1,1,1,1,1,1
14975,1,1,1,1,1,1,1
14976,1,1,1,1,1,1,1
14977,1,1,1,1,1,1,1
14978,1,1,1,1,1,1,1
14979,1,1,1,1,1,1,1
14980,1,1,1,1,1,1,1
14981,1,1,1,1,1,1,1
14982,1,1,1,1,1,1,1
14983,1,1,1,1,1,1,1
14984,1,1,1,1,1,1,1
14985,1,1,1,1,1,1,1
15005,1,1,1,1,1,0,0
15006,1,1,1,1,1,1,0
15007,1,1,1,1,1,1,0
15008,1,1,1,1,1,1,0
15009,1,1,1,1,1,1,0
15010,1,1,1,1,0,0,0
15011,1,1,1,1,1,1,0
15012,1,1,0,0,0,0,0
15014,1,1,0,0,0,0,0
15016,1,1,1,1,1,0,0
15017,1,1,1,1,1,0,0
15019,1,1,0,0,0,0,0
15020,1,1,0,0,0,0,0
15021,1,1,0,0,0,0,0
15022,1,1,1,0,0,0,0
15023,1,1,1,0,0,0,0
15024,1,1,0,0,0,0,0
15097,1,1,0,0,0,0,0
15098,1,1,1,0,0,0,0
15099,1,1,0,0,0,0,0
15100,1,1,0,0,0,0,0
15101,1,1,0,0,0,0,0
15102,1,1,0,0,0,0,0
15119,1,1,1,1,1,0,0
15120,1,1,1,1,1,1,1
15121,1,1,1,1,1,1,1
15122,1,1,1,1,1,0,0
15123,1,1,1,1,1,0,0
15124,1,1,0,0,0,0,0
15125,1,1,0,0,0,0,0
15126,1,1,0,0,0,0,0
15127,1,1,0,0,0,0,0
15128,1,1,1,1,0,0,0
15129,1,1,1,1,1,0,0
15130,1,1,1,1,1,0,0
15131,1,1,1,1,1,0,0
15132,1,1,1,1,1,0,0
15133,1,1,1,1,1,1,0
15134,1,1,1,1,1,1,0
15135,1,1,1,1,1,1,0
15136,1,1,1,1,1,1,0
15137,1,1,1,1,1,1,0
15138,1,1,1,1,1,1,0
15139,1,1,1,1,1,1,0
15140,1,1,1,1,1,0,0
15141,1,1,1,1,1,1,1
15142,1,1,1,1,1,1,1
15143,1,1,1,1,1,1,1
15144,1,1,1,1,1,1,1
15145,1,1,1,1,1,1,1
15146,1,1,1,1,1,1,1
15147,1,1,1,1,1,1,1
15148,1,1,1,1,1,1,1
15149,1,1,1,1,1,1,1
15150,1,1,1,1,1,1,1
15151,1,1,1,1,1,1,1
15152,1,1,1,1,1,1,1
15153,1,1,1,1,1,1,1
15154,1,1,1,1,1,1,1
15155,1,1,1,1,1,1,1
15156,1,1,1,1,1,1,1
15157,1,1,1,1,1,1,1
15158,1,1,1,1,1,1,1
15179,1,1,0,0,0,0,0
15180,1,1,0,0,0,0,0
15181,1,1,1,1,0,0,0
15182,1,1,1,0,0,0,0
15183,1,1,1,1,0,0,0
15184,1,1,1,1,1,1,0
15185,1,1,1,1,1,1,0
15186,1,1,0,0,0,0,0
15187,1,1,0,0,0,0,0
15188,1,1,0,0,0,0,0
15189,1,1,1,1,1,0,0
15190,1,1,1,1,1,0,0
15191,1,1,1,1,1,0,0
15192,1,1,1,1,1,1,0
15193,1,1,0,0,0,0,0
15194,1,1,1,0,0,0,0
15195,1,1,1,0,0,0,0
15196,1,1,0,0,0,0,0
15197,1,1,0,0,0,0,0
15270,1,1,0,0,0,0,0
15271,1,1,0,0,0,0,0
15272,1,1,0,0,0,0,0
15273,1,1,0,0,0,0,0
15274,1,1,0,0,0,0,0
15279,1,1,0,0,0,0,0
15280,1,1,0,0,0,0,0
15292,1,1,1,1,1,0,0
15293,1,1,1,1,1,1,1
15294,1,1,1,1,1,1,1
15295,1,1,1,1,1,1,1
15296,1,1,1,1,1,0,0
15297,1,1,1,1,0,0,0
15298,1,1,1,1,1,1,1
15299,1,1,1,1,1,1,1
15300,1,1,1,1,0,0,0
15301,1,1,1,1,0,0,0
15302,1,1,1,1,1,0,0
15303,1,1,1,1,0,0,0
15304,1,1,1,1,1,1,0
15305,1,1,1,1,1,1,0
15306,1,1,1,1,1,1,0
15307,1,1,1,1,1,1,1
15308,1,1,1,1,1,1,1
15309,1,1,1,1,1,1,1
15310,1,1,1,1,1,1,1
15311,1,1,1,1,1,1,1
15312,1,1,1,1,1,1,0
15313,1,1,1,1,1,1,1
15314,1,1,1,1,1,1,1
15315,1,1,1,1,1,1,1
15316,1,1,1,1,1,1,1
15317,1,1,1,1,1,0,1
15318,1,1,1,1,1,1,1
15319,1,1,1,1,1,1,1
15320,1,1,1,1,1,1,1
15321,1,1,1,1,1,1,1
15322,1,1,1,1,1,1,1
15323,1,1,1,1,1,1,1
15324,1,1,1,1,1,1,1
15325,1,1,1,1,1,1,1
15326,1,1,1,1,1,1,1
15327,1,1,1,1,1,1,1
15328,1,1,1,1,1,1,1
15329,1,1,1,1,1,1,1
15330,1,1,1,1,1,1,1
15331,1,1,1,1,1,1,1
15332,1,1,1,1,1,0,0
15353,1,1,0,0,0,0,0
15354,1,1,1,0,0,0,0
15355,1,1,1,0,0,0,0
15356,1,1,1,1,0,0,0
15357,1,1,1,1,1,1,0
15358,1,1,1,1,1,1,0
15359,1,1,1,1,1,1,0
15360,1,1,0,0,0,0,0
15361,1,1,1,0,0,0,0
15362,1,1,1,0,0,0,0
15363,1,1,1,1,1,1,0
15364,1,1,1,1,1,0,0
15365,1,1,1,1,1,1,0
15366,1,1,1,1,1,1,0
15367,1,1,1,1,1,1,0
15368,1,1,1,0,0,0,0
15369,1,1,0,0,0,0,0
15370,1,1,0,0,0,0,0
15371,1,1,0,0,0,0,0
15373,1,1,0,0,0,0,0
15443,1,1,0,0,0,0,0
15444,1,1,0,0,0,0,0
15445,1,1,0,0,0,0,0
15451,1,1,1,0,0,0,0
15452,1,1,1,0,0,0,0
15453,1,1,0,0,0,0,0
15464,1,0,0,0,0,0,0
15465,1,1,1,1,1,0,0
15466,1,1,1,1,1,0,0
15467,1,1,1,1,1,1,1
15468,1,1,1,1,1,1,1
15469,1,1,1,1,0,0,0
15470,1,1,1,1,1,1,1
15471,1,1,1,1,1,1,1
15472,1,1,1,1,1,1,1
15473,1,1,1,1,1,1,1
15474,1,1,1,1,0,0,0
15475,1,1,1,1,0,0,0
15476,1,1,1,1,1,0,0
15477,1,1,1,1,1,1,0
15478,1,1,1,1,1,1,0
15479,1,1,1,1,1,1,0
15480,1,1,1,1,1,1,1
15481,1,1,1,1,1,1,1
15482,1,1,1,1,1,1,1
15483,1,1,1,1,1,1,1
15484,1,1,1,1,1,1,1
15485,1,1,1,1,1,1,1
15486,1,1,1,1,1,1,1
15487,1,1,1,1,1,1,1
15488,1,1,1,1,1,1,1
15489,1,1,1,1,1,1,1
15490,1,1,1,1,1,1,1
15491,1,1,1,1,1,1,1
15492,1,1,1,1,1,1,1
15493,1,1,1,1,1,1,0
15494,1,1,1,1,1,1,1
15495,1,1,1,1,1,1,1
15496,1,1,1,1,1,1,1
15497,1,1,1,1,1,1,1
15498,1,1,1,1,1,1,1
15499,1,1,1,1,1,1,1
15500,1,1,1,1,1,1,1
15501,1,1,1,1,1,1,1
15502,1,1,1,1,1,1,1
15503,1,1,1,1,1,1,1
15504,1,1,1,1,1,1,1
15505,1,1,1,1,1,1,1
15506,1,1,1,1,1,1,1
15507,1,1,0,0,1,1,0
15508,1,0,0,0,0,0,0
15528,1,1,1,1,0,0,0
15529,1,1,1,1,1,1,0
15530,1,1,1,1,1,1,0
15531,1,1,1,1,1,1,0
15532,1,1,1,1,1,1,0
15533,1,1,1,0,0,0,0
15534,1,1,1,1,1,1,0
15535,1,1,1,1,1,1,0
15536,1,1,1,1,1,0,0
15537,1,1,0,0,0,0,0
15538,1,1,1,1,1,1,0
15539,1,1,1,1,1,1,0
15540,1,1,1,1,1,1,0
15541,1,1,1,0,0,0,0
15542,1,1,1,0,0,0,0
15543,1,1,1,0,0,0,0
15544,1,1,1,0,0,0,0
15545,1,1,0,0,0,0,0
15546,1,1,0,0,0,0,0
15547,1,1,0,0,0,0,0
15614,1,1,0,0,0,0,0
15615,1,1,1,0,0,0,0
15617,1,1,0,0,0,0,0
15623,1,1,1,0,0,0,0
15624,1,1,1,0,0,0,0
15625,1,1,1,1,0,0,0
15637,1,0,0,0,0,0,0
15638,1,0,0,0,0,0,0
15639,1,0,0,0,0,0,0
15641,1,0,0,0,0,0,0
15642,1,1,1,1,1,1,1
15643,1,1,1,1,1,1,1
15644,1,1,1,1,1,1,1
15645,1,1,1,1,1,1,1
15646,1,1,1,1,1,1,1
15647,1,1,1,1,0,0,0
15648,1,1,1,1,0,0,0
15649,1,1,1,1,1,0,0
15650,1,1,1,1,1,0,0
15651,1,1,1,1,1,1,0
15652,1,1,1,1,1,1,0
15653,1,1,1,1,1,1,1
15654,1,1,1,1,1,1,1
15655,1,1,1,1,1,1,1
15656,1,1,1,1,1,1,1
15657,1,1,1,1,1,1,1
15658,1,1,1,1,1,1,1
15659,1,1,1,1,1,1,1
15660,1,1,1,1,1,1,1
15661,1,1,1,1,1,1,1
15662,1,1,1,1,1,1,1
15663,1,1,1,1,1,1,1
15664,1,1,1,1,1,1,1
15665,1,1,1,1,1,1,1
15666,1,1,1,1,1,0,0
15667,1,1,1,1,1,1,1
15668,1,1,1,1,1,1,1
15669,1,1,1,1,1,1,1
15670,1,1,1,1,1,1,1
15671,1,1,1,1,1,1,1
15672,1,1,1,1,1,1,1
15673,1,1,1,1,1,1,1
15674,1,1,1,1,1,1,1
15675,1,1,1,1,1,1,1
15676,1,1,1,1,1,1,1
15677,1,1,1,1,1,1,1
15678,1,1,1,1,1,1,1
15679,1,1,1,1,1,1,1
15680,1,1,1,1,1,1,0
15681,1,1,1,1,0,0,0
15682,1,1,1,1,0,0,0
15683,1,1,0,0,0,0,0
15684,1,1,1,1,1,1,0
15685,1,1,1,1,1,1,0
15702,1,1,1,1,1,1,0
15703,1,1,1,1,1,1,0
15704,1,1,1,1,1,1,0
15705,1,1,1,1,1,1,0
15706,1,1,1,0,0,0,0
15707,1,1,1,1,1,1,0
15708,1,1,1,1,1,1,0
15709,1,1,1,1,1,0,0
15710,1,1,1,0,0,0,0
15711,1,1,1,0,0,0,0
15712,1,1,1,1,1,1,0
15713,1,1,1,1,1,1,0
15714,1,1,0,0,0,0,0
15715,1,1,1,0,0,0,0
15716,1,1,1,0,0,0,0
15717,1,1,0,0,0,0,0
15718,1,1,0,0,0,0,0
15719,1,1,0,0,0,0,0
15720,1,1,0,0,0,0,0
15722,1,1,0,0,0,0,0
15723,1,1,0,0,0,0,0
15727,1,1,1,1,1,1,0
15728,1,1,1,1,1,1,0
15786,1,1,1,0,0,0,0
15787,1,1,1,0,0,0,0
15788,1,1,1,0,0,0,0
15793,1,1,1,0,0,0,0
15794,1,1,1,0,0,0,0
15796,1,1,1,0,0,0,0
15797,1,1,1,1,0,0,0
15798,1,1,1,1,0,0,0
15799,1,1,1,1,0,0,0
15814,1,1,1,1,0,0,0
15815,1,1,1,1,1,1,1
15816,1,1,1,1,1,1,1
15817,1,1,1,1,1,1,1
15818,1,1,1,1,1,1,1
15819,1,1,1,1,1,1,1
15820,1,1,1,1,1,0,0
15821,1,1,1,1,0,0,0
15822,1,1,1,1,1,0,0
15823,1,1,1,1,1,0,0
15824,1,1,1,1,0,0,0
15825,1,1,1,1,0,0,0
15826,1,1,1,1,1,0,0
15827,1,1,1,1,0,0,0
15828,1,1,1,1,1,1,0
15829,1,1,1,1,1,1,1
15830,1,1,1,1,1,1,1
15831,1,1,1,1,1,1,1
15832,1,1,1,1,1,1,1
15833,1,1,1,1,1,1,1
15834,1,1,1,1,1,1,1
15835,1,1,1,1,1,1,1
15836,1,1,1,1,1,1,1
15837,1,1,1,1,1,1,1
15838,1,1,1,1,1,1,0
15839,1,1,1,1,0,0,0
15840,1,1,1,1,1,1,0
15841,1,1,1,1,1,1,1
15842,1,1,1,1,1,1,1
15843,1,1,1,1,1,1,1
15844,1,1,1,1,1,1,1
15845,1,1,1,1,1,1,1
15846,1,1,1,1,1,1,0
15847,1,1,1,1,0,1,0
15848,1,1,1,1,1,1,1
15849,1,1,1,1,1,1,1
15850,1,1,1,1,1,1,1
15851,1,1,1,1,1,1,1
15852,1,1,1,1,1,1,1
15853,1,1,1,1,1,1,0
15854,1,1,1,1,0,0,0
15855,1,1,1,1,0,0,0
15856,1,1,1,0,0,0,0
15857,1,1,1,1,1,1,0
15858,1,1,1,1,1,1,0
15877,1,1,0,0,0,0,0
15878,1,1,1,0,0,0,0
15879,1,1,0,0,0,0,0
15880,1,1,1,1,1,1,0
15881,1,1,1,1,1,1,0
15882,1,1,0,0,0,0,0
15883,1,1,1,0,0,0,0
15884,1,1,1,1,1,1,0
15885,1,1,1,1,1,1,0
15886,1,1,0,0,0,0,0
15888,1,1,1,0,0,0,0
15889,1,1,1,0,0,0,0
15890,1,1,0,0,0,0,0
15891,1,1,0,0,0,0,0
15892,1,1,0,0,0,0,0
15893,1,1,0,0,0,0,0
15895,1,1,0,0,0,0,0
15896,1,1,0,0,0,0,0
15897,1,1,0,0,0,0,0
15898,1,1,0,0,0,0,0
15899,1,1,0,0,0,0,0
15900,1,1,1,1,1,1,1
15901,1,1,1,1,1,1,0
15959,1,1,1,0,0,0,0
15960,1,1,1,0,0,0,0
15961,1,1,1,0,0,0,0
15964,1,0,0,0,0,0,0
15965,1,1,1,1,0,0,0
15966,1,1,1,1,0,0,0
15967,1,1,1,0,0,0,0
15969,1,1,1,1,0,0,0
15970,1,1,1,1,0,0,0
15971,1,1,1,1,0,0,0
15986,1,1,0,0,0,0,0
15987,1,1,1,1,0,0,0
15988,1,1,1,1,0,0,0
15989,1,1,1,1,0,0,0
15990,1,1,1,1,0,0,0
15991,1,1,1,1,1,1,1
15992,1,1,1,1,1,1,1
15993,1,1,1,1,1,1,1
15994,1,1,1,1,1,1,1
15995,1,1,1,1,0,0,0
15996,1,1,1,1,0,0,0
15997,1,1,1,1,1,0,0
15998,1,1,1,1,1,0,0
15999,1,1,1,1,1,0,0
16000,1,1,1,1,1,0,0
16001,1,1,1,1,1,1,0
16002,1,1,1,1,1,1,1
16003,1,1,1,1,1,1,1
16004,1,1,1,1,1,1,1
16005,1,1,1,1,1,1,1
16006,1,1,1,1,1,1,0
16007,1,1,1,1,1,1,0
16008,1,1,1,1,1,1,0
16009,1,1,1,1,0,0,0
16010,1,1,1,1,0,0,0
16011,1,1,1,1,0,0,0
16012,1,1,1,1,0,0,0
16013,1,1,1,1,0,0,0
16014,1,1,1,1,1,1,1
16015,1,1,1,1,1,1,1
16016,1,1,1,1,1,1,1
16017,1,1,1,1,1,1,1
16018,1,1,1,1,1,1,1
16019,1,1,1,1,1,1,1
16020,1,1,1,1,1,1,0
16021,1,1,1,1,1,0,0
16022,1,1,1,1,1,1,1
16023,1,1,1,1,1,1,1
16024,1,1,1,1,1,1,0
16025,1,1,1,1,1,1,0
16026,1,1,1,1,1,0,0
16027,1,1,1,1,0,0,0
16028,1,1,1,1,0,0,0
16029,1,1,1,0,0,0,0
16030,1,1,1,1,1,1,0
16031,1,1,1,1,1,1,0
16052,1,1,0,0,0,0,0
16053,1,1,0,0,0,0,0
16054,1,1,0,0,0,0,0
16055,1,1,0,0,0,0,0
16056,1,1,1,0,0,0,0
16057,1,1,1,1,1,1,0
16058,1,1,1,1,1,1,0
16059,1,1,1,1,1,1,0
16060,1,1,1,0,0,0,0
16061,1,1,1,0,0,0,0
16062,1,1,0,0,0,0,0
16063,1,1,0,0,0,0,0
16064,1,1,0,0,0,0,0
16065,1,1,0,0,0,0,0
16066,1,1,0,0,0,0,0
16067,1,1,0,0,0,0,0
16068,1,1,0,0,0,0,0
16070,1,1,0,0,0,0,0
16071,1,1,0,0,0,0,0
16072,1,1,1,1,1,1,1
16073,1,1,1,1,1,1,1
16074,1,1,1,0,0,0,0
16084,1,1,1,0,0,0,0
16085,1,1,1,0,0,0,0
16087,1,1,1,0,0,0,0
16133,1,1,1,0,0,0,0
16134,1,1,1,0,0,0,0
16135,1,1,0,0,0,0,0
16136,1,1,1,1,0,0,0
16137,1,1,1,1,0,0,0
16138,1,1,1,1,0,0,0
16139,1,1,1,1,0,0,0
16140,1,1,1,0,0,0,0
16141,1,1,1,1,0,0,0
16142,1,1,1,1,0,0,0
16143,1,1,1,1,0,0,0
16158,1,1,0,0,0,0,0
16159,1,1,0,0,0,0,0
16160,1,1,0,0,0,0,0
16161,1,1,0,0,0,0,0
16162,1,1,1,0,0,0,0
16163,1,1,1,1,0,0,0
16164,1,1,1,1,1,0,0
16165,1,1,1,1,1,1,1
16166,1,1,1,1,1,0,0
16167,1,1,1,1,1,1,1
16168,1,1,1,1,1,1,1
16169,1,1,1,1,1,1,1
16170,1,1,1,1,1,0,0
16171,1,1,1,1,1,0,0
16172,1,1,1,1,1,0,0
16173,1,1,1,1,1,0,0
16174,1,1,1,1,1,1,0
16175,1,1,1,1,1,1,1
16176,1,1,1,1,1,1,1
16177,1,1,1,1,1,1,0
16178,1,1,1,1,1,1,1
16179,1,1,1,1,1,1,1
